許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第033172號","""元宙"" 血益得命糖衣錠","HEITOMIN S.C. TABLETS ""Y.C.""","圓形","","紅","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/9a51180f-495a-47f5-8c25-f011ed7d2ae9_img_1?c=o"
"衛署藥製字第033184號","""元宙""普利爽蒙片5毫克(培尼皮質醇)","PRITHMOW TABLETS 5MG (PREDNISOLONE)""Y.C.""","圓形","","黃","","直線","6","Z","","https://mcp.fda.gov.tw/insert/shapeImg/b0169934-c218-496c-98bd-3fc5f7532946_img_1?c=o"
"衛署藥製字第033192號","可克嗽糖漿","KOKO SOU SYRUP","液劑(包含糖漿用粉劑)","","粉","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/434c6e0a-1839-4d32-a892-bf1d98e85e5c_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/434c6e0a-1839-4d32-a892-bf1d98e85e5c_img_2?c=o"
"衛署藥製字第033194號","""元宙"" 歐樂麗疹膜衣錠","OROLISIN F.C. TABLETS ""Y.C.""","圓形","","棕","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/ee385904-d611-477a-a3f1-8fed638f134b_img_1?c=o"
"衛署藥製字第033204號","""羅得""安不嗽錠３０公絲（安布索）","AMBROXOL TABLETS 30MG ""R.T.""","圓形","","白","","無","7","RT 917","","https://mcp.fda.gov.tw/insert/shapeImg/b9e01469-d90b-490f-8b4b-dcd5cc2f81fb?c=o"
"衛署藥製字第033207號","""羅得""必安痛錠５００毫克（乙醯胺酚）","PIANT TABLETS 500MG ""ROOT"" (ACETAMINOPHEN)","橢圓形","","白","","直線","16","Root","","https://mcp.fda.gov.tw/insert/shapeImg/cee0e3e8-01f6-4a13-b36f-76770de36e5a?c=o"
"衛署藥製字第033208號","""羅得""舒血通錠100公絲（配妥西菲林）","HEXOPAL TABLETS 100MG (PENTOXIFYLLINE)""R.T.""","圓形","","粉","","無","11","R","","https://mcp.fda.gov.tw/insert/shapeImg/e2e16c59-5c94-495d-9d2f-0d4b0b016aa7?c=o"
"衛署藥製字第033382號","""大豐""可達黴素膠囊１５０公絲（克林達黴素）","CLINDAMYCIN CAPSULES 150MG ""T.F""","膠囊","","紫;;;藍","","無","17","TAFONG","","https://mcp.fda.gov.tw/insert/shapeImg/6676fa19-7bca-4a71-a06f-ee1204ec0d0a?c=o"
"衛署藥製字第033384號","""羅得""制痛寧錠","THUTONINE TABLETS ""ROOT""","橢圓形","","粉","","直線","16","Root","","https://mcp.fda.gov.tw/insert/shapeImg/7c96504c-c94f-469b-b400-88a69b8f1274?c=o"
"衛署藥製字第033415號","""杏輝""安嗽錠30毫克（安布索）","AMBROXOL TABLETS 30MG ""SINPHAR""","六邊形","","白","","直線","9","SP 139","","https://mcp.fda.gov.tw/insert/shapeImg/32072b6f-8867-42e9-91e9-a4eb896cb363_img_1?c=o"
"衛署藥製字第033429號","必壓生注射液２０單位/毫升（氨胍戊酸血管加壓素）","PITRESSIN INJECTION 20 UNITS/ML (ARGININE VASOPRESSIN)","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/24b6dc57-67cf-4632-815e-755bc4c6d31b?c=o"
"衛署藥製字第033453號","〝元宙〞美舒樂（甲鈷胺明）膠囊０．５毫克","MECOMIN CAPSULES 0.5MG (MECOBALAMIN)""Y.C.""","膠囊","","橘;;;白","","無","14","","","https://mcp.fda.gov.tw/insert/shapeImg/fb853b4b-6411-4a90-8436-1c93f50484b5_img_1?c=o"
"衛署藥製字第033497號","""杏輝""感冒膠囊","COLD CAPSULES ""SINPHAR""","膠囊","","綠;;;透明","","無","22","SP270","","https://mcp.fda.gov.tw/insert/shapeImg/d1a51c3c-ac52-4d25-ba9a-9f20fd403aad_img_1?c=o"
"衛署藥製字第033504號","“杏輝”伊普錠４００毫克","IBUPROFEN TABLETS 400MG ""SINPHAR""","四邊形","","白","","直線","14","","","https://mcp.fda.gov.tw/insert/shapeImg/ecbbff24-5941-4dc0-999e-c515763ecec2_img_1?c=o"
"衛署藥製字第033506號","""杏輝"" 喀瑞靜錠20毫克（歐西拉汀）","OXELADINE TABLETS 20MG ""SINPHAR""","圓形","","黃","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/c9bfebca-6a4a-4d52-9665-2aee4a51efb2_img_1?c=o"
"衛署藥製字第033518號","""杏輝 "" 鹿茸荷爾蒙膠囊","AN ANTLER HORMON CAPSULES ""SINPHAR""","膠囊","","棕;;;棕","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/7002d8fe-e4b7-4f1d-af45-56369ff8c42f_img_1?c=o"
"衛署藥製字第033531號","""杏輝""來縮酵素錠９０毫克","LYSOZYME TABLETS 90MG ""SINPHAR""","三角形","","白","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/af230ff1-3eb1-43fc-9fd2-b0ca704b7590_img_1?c=o"
"衛署藥製字第033532號","""杏輝"" 安鼻寧錠","ANPIRIN TABLETS ""SINPHAR""","圓形","","橘","","十字","8","SINPHAR","","https://mcp.fda.gov.tw/insert/shapeImg/7d1a44af-91ce-4fb3-8285-0e0731b19908?c=o"
"衛署藥製字第033576號","風拿好爾液","KAZENAHOLU LIQUID","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/870f82fb-2451-47d8-8968-5aac62432619_img_1?c=o"
"衛署藥製字第033579號","""井田""碳酸鈣錠500毫克","CALCIUM CARBONATE TABLETS 500MG ""CHIN TENG""","圓形;;;圓形","","黃;;;黃","","無;;;無","12;;;12","COSAI;;;W","","https://mcp.fda.gov.tw/insert/shapeImg/8ff6c8c2-aed0-4c54-be8e-0ce99e9c07aa_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/c224c284-96cf-4b7c-9c54-75c0af8a4eb2_img_1?c=o"
"衛署藥製字第033664號","""美時"" 美舒鬱錠50毫克","MESYREL TABLETS 50MG ""LOTUS""","圓形","","粉","","直線","8","LO","","https://mcp.fda.gov.tw/insert/shapeImg/a0d79826-7b78-4d0c-b1af-3b6cd7d0b5ea?c=o"
"衛署藥製字第033675號","“衛達”敵血栓膜衣錠１００毫克","DECLOT F.C. TABLETS 100MG ""WEIDAR"" (TICLOPIDINE)","圓形","","紅","","直線","10.5","WD","","https://mcp.fda.gov.tw/insert/shapeImg/fdc279e9-79a6-466b-a776-8a2ee61c9864?c=o"
"衛署藥製字第033685號","解風好液","GOOD-COUGHT LIQUID","液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑)","","棕;;;棕","","無;;;無","","","","https://mcp.fda.gov.tw/insert/shapeImg/5b75408a-37f0-4bb4-a427-0c3c6546c0a6_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f3d4bc8e-2a95-47ed-9228-f874c5e75bca_img_1?c=o"
"衛署藥製字第033689號","""華興"" 安舒寧錠20毫克","ANSLEN TABLETS 20MG ""H.S.""","橢圓形","","黃","","無","8","K","","https://mcp.fda.gov.tw/insert/shapeImg/535997cc-296b-4317-9913-eda300f9007d_img_1?c=o"
"衛署藥製字第033704號","""衛達""來口潤口含錠","LYCOZIN TROCHES ""WEIDAR""","圓形","","綠","","無","16","LZ","","https://mcp.fda.gov.tw/insert/shapeImg/99d838b2-12bf-444e-b651-0e3ae36bb706?c=o"
"衛署藥製字第033854號","“大豐”鹽酸諾司卡賓錠２０毫克","NOSCAPINE HYDROCHLORIDE TABLETS 20MG ""T.F.""","圓形","","橘","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/f937d438-374b-4d3a-a39d-6046026d821d?c=o"
"衛署藥製字第033862號","“ 大豐”滅菌佳得膠囊２５０公絲（硝基甲嘧唑乙醇）","METROCIDE CAPSULES 250MG ""T.F.""(METRONIDAZOLE)","膠囊","","紅;;;粉","","無","17","TAFONG","","https://mcp.fda.gov.tw/insert/shapeImg/e09b54ae-5711-4ea4-808d-ed54088d818e?c=o"
"衛署藥製字第033871號","""羅得""護肝膠囊150毫克（思利馬林）","FORLIVER CAPSULES 150MG ""ROOT"" (SILYBIN)","膠囊","","紅;;;橘","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/b9620a97-b2df-4920-81b0-89e0933ec1a3?c=o"
"衛署藥製字第033885號","優鈣錠５００毫克（碳酸鈣）","U-CAL TABLETS 500MG (CALCIUM CARBONATE)","圓形","","黃","","無","12","COSAI","","https://mcp.fda.gov.tw/insert/shapeImg/8f9ce81c-481c-460c-9f18-a79cb82d51e4?c=o"
"衛署藥製字第033896號","“十全”舒胃達錠１０毫克","SUWEIDA TABLETS 10MG (DOMPERIDONE)""S.C.""","圓形","","綠","","直線","6.2","","","https://mcp.fda.gov.tw/insert/shapeImg/63003935-7412-4429-9333-bec4877725e2?c=o"
"衛署藥製字第033901號","""華興""博痛錠500公絲（每非那酸）","POTAN TABLETS 500MG ""H.S."" (MEFENAMIC ACID)","橢圓形","","白","","直線","15","Lf","","https://mcp.fda.gov.tw/insert/shapeImg/b508b975-544b-4a0f-8d71-b18facba8373?c=o"
"衛署藥製字第033902號","必舒康膠囊","BIESCON CAPSULES","膠囊","","紅;;;透明","","無","22","","","https://mcp.fda.gov.tw/insert/shapeImg/a3010834-c360-4ce8-82dd-a377dbc74dbd?c=o"
"衛署藥製字第033939號","""強生""安毌嗽（安布索鹽酸鹽）錠３０公絲","ABROXOL TABLETS 30MG (AMBROXOL HYDROCHLORIDE) ""JOHNSON""","圓形","","白","","直線","9","D 28","","https://mcp.fda.gov.tw/insert/shapeImg/5c458c00-5046-479f-ac0e-78387153dd30?c=o"
"衛署藥製字第033959號","""華興"" 使立眠錠0.25毫克（阿若南）","DROWSY TABLETS 0.25MG ""H.S""","橢圓形","","藍","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/6fd01de0-7ce6-4dea-8e3b-4fc1750cf832_img_1?c=o"
"衛署藥製字第033961號","""井田""益撲炎膜衣錠４００毫克（伊普）","IPUFEN F.C. TABLETS 400MG ""CHINTENG""(IBUPROFEN)","橢圓形","","橘","","直線","15","","","https://mcp.fda.gov.tw/insert/shapeImg/2ae4d366-0b22-455a-8db4-b66271830899?c=o"
"衛署藥製字第033971號","""嘉林"" 樂吐寧錠10毫克","LEDOLIUM ""C.L.""","圓形","","藍","","無","7","無","無","https://mcp.fda.gov.tw/insert/shapeImg/3a0e7b07-24f8-4944-85b3-48e322012fec?c=o"
"衛署藥製字第034012號","""杏輝""欣胃立康錠","ULWYCON TABLETS ""SINPHAR""","圓形","","粉","","無","12","SP015","","https://mcp.fda.gov.tw/insert/shapeImg/d30db59a-804d-47e4-ab24-4a5f246d8f9f_img_1?c=o"
"衛署藥製字第034013號","""杏輝""欣胃立康懸濁液","ULWYCON SUSPENSION ""SINPHAR""","液劑(包含糖漿用粉劑)","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/71d9110b-a801-4e6d-83d3-c4b034dbaec6?c=o"
"衛署藥製字第034014號","""衛達""拿炎錠３７５毫克（那普洛仙）","NOYAN TABLETS 375MG ""WEIDAR""(NAPROXEN)","橢圓形","","粉","","直線","14.4","","","https://mcp.fda.gov.tw/insert/shapeImg/efe7785b-1362-4381-870c-a2b887128fe9?c=o"
"衛署藥製字第034079號","〝井田〞必舒痛膜衣錠10毫克(東茛菪 )","VESUTON F.C. TABLETS 10MG ""CHINTENG""(SCOPLAMINE)","圓形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/20e38331-5d82-4681-9d0e-c1a6013a3bed?c=o"
"衛署藥製字第034088號","""井田""抗吐錠10毫克(多普利杜)","KANTUU TABLETS 10MG ""CHINTENG""(DOMPERIDONE)","圓形","","黃","","直線","6","CTP D17","","https://mcp.fda.gov.tw/insert/shapeImg/6e450dee-3dee-4d84-9d22-02dd4fa00d2d?c=o"
"衛署藥製字第034096號","""培力""立克醣膜衣錠５００毫克（二甲二脈）","GLUCOMINE F.C. TABLETS 500MG ""P.L"" (METFORMIN)","圓形","","白","","無","11","GM","","https://mcp.fda.gov.tw/insert/shapeImg/bb91367a-87ef-4429-9613-690e8b585690?c=o"
"衛署藥製字第034098號","""井田""嗽多康錠２０毫克（氫溴酸右旋美索芬）","SOTOCON TABLETS 20MG ""CHINTENG""(DEXTROMETHORPHAN HYDROBROMIDE)","圓形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/ffddb603-f74d-4def-b7d1-f5ed0a2a3ced?c=o"
"衛署藥製字第034103號","""羅得""保肝寧膠囊","PROLIVRIN CAPSULES ""ROOT""","膠囊","","紅;;;紅","","無","17","ROOT","233","https://mcp.fda.gov.tw/insert/shapeImg/9780eaac-4714-46dd-8261-c4d02a99e584?c=o"
"衛署藥製字第034105號","""井田""鎮痛錠375毫克(那普洛仙)","SINTON TABLETS 375MG (NAPROXEN) ""CHIN TENG""","圓形","","粉","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/187be10f-67dd-4d5f-8d91-7a4df0854bb6?c=o"
"衛署藥製字第034144號","""華興""諾咳錠15毫克","Noca Tablets 15mg""H.S.""","三角形","","粉","","直線","9","7 3","HS","https://mcp.fda.gov.tw/insert/shapeImg/b8419f0b-a641-4006-9806-3a8b44ad5e20_img_1?c=o"
"衛署藥製字第034157號","血利持續性糖衣錠４００公絲（配妥西菲林）","CERETAL S.C. TAB. 400MG (PENTOXIFYLLINE) ""S.T.""","橢圓形","","粉","","無","17","","","https://mcp.fda.gov.tw/insert/shapeImg/0fe93521-6844-4773-aac9-c40cd5fd3c94?c=o"
"衛署藥製字第034239號","""長安""旅途樂錠","LITOLOU TABLETS ""C.A.""","圓形","","橘","","無","12","","","https://mcp.fda.gov.tw/insert/shapeImg/2538e9fb-6316-4e8c-b390-9ba4339ea0e2?c=o"
"衛署藥製字第034240號","""華興""舒喘錠2.5公絲（菲諾特洛）","SUSA TABLETS 2.5MG (FENOTEROL) ""H.S.""","圓形","","白","","直線","6","FH","111 111","https://mcp.fda.gov.tw/insert/shapeImg/d49334ee-8d36-48f3-b81e-236e058b0341_img_1?c=o"
"衛署藥製字第034244號","""井田"" 咳寧錠１００公絲（歐咳拉命檸檬酸）","CORIN TABLETS 100MG (OXOLAMINE CITRATE) ""CHINTENG""","圓形","","白","","直線","9","CT","","https://mcp.fda.gov.tw/insert/shapeImg/62e04fcf-3697-4711-83b9-5cdb06c74ba4_img_1?c=o"
"衛署藥製字第034245號","""中美"" 醫妳痛錠２０公絲（匹洛卡）","INITON TABLETS 20MG (PIROXICAM) ""C.M.""","圓形","","黃","","無","7","C M","","https://mcp.fda.gov.tw/insert/shapeImg/3e9873fe-f9f2-438c-a2fb-55d82fda0c4a?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/8427e11f-bc1e-4493-9707-5f4915b5268d_img_1?c=o"
"衛署藥製字第034272號","仙派錠","SEMPER Tablets 25mg","圓形","","白","","無","6.3","148","","https://mcp.fda.gov.tw/insert/shapeImg/0d4c18ea-eef7-4611-9c43-e2bbe899c331?c=o"
"衛署藥製字第034283號","""羅得""優尿錠１公絲（布米他奈）","URENIDE TABLETS 1MG ""ROOT""(BUMETANIDE)","橢圓形","","黃","","直線","8","Root","","https://mcp.fda.gov.tw/insert/shapeImg/3fcba7d8-448a-4fcf-b76b-543b82ee4170?c=o"
"衛署藥製字第034300號","""大豐""天使寧錠","TENSOLIN TABLETS ""T.F.""","圓形","","白","","直線","11","TF","","https://mcp.fda.gov.tw/insert/shapeImg/ce718998-06f6-4f0a-9433-4410c8068383?c=o"
"衛署藥製字第034323號",""" 井田 ""可胃明錠３００公絲（希每得定）","COWEMIN TABLETS 300MG (CIMETIDINE) ""CHINTENG""","圓形","","綠","","直線","11","CT","","https://mcp.fda.gov.tw/insert/shapeImg/dae4de5c-0680-4071-8d52-b6bb3a07a1be?c=o"
"衛署藥製字第034348號","""羅得""安尿糖錠80毫克(葛立克拉)","ANNEUTON TABLETS 80MG ""ROOT""(GLICLAZIDE)","圓形","","白","","十字","8","","","https://mcp.fda.gov.tw/insert/shapeImg/46e0d109-4d14-4d9e-b0bc-3dd1eba4ed09?c=o"
"衛署藥製字第034359號","舒壓膜衣錠１００公絲（阿廷諾）","STERMIN F.C. TABLETS 100MG (ATENOLOL) ""S.T.""","圓形","","白","","直線","11","ST","","https://mcp.fda.gov.tw/insert/shapeImg/52340e80-f3d0-4e52-9e62-2cdef1c6c485?c=o"
"衛署藥製字第034366號","""衛達""我喜滿錠５公絲（奧斯必得寧）","OXYBAN TABLETS 5MG ""WEIDAR"" (OXYBUTYNIN)","圓形","","藍","","十字","8.0","WD","","https://mcp.fda.gov.tw/insert/shapeImg/931e4977-d1c0-4623-942b-fced1ac0b25f?c=o"
"衛署藥製字第034541號","""嘉林"" 喘必寧錠2.5毫克","BEROTIN TABLETS 2.5MG ""CL""","圓形","","白","","直線","7","CL 017","","https://mcp.fda.gov.tw/insert/shapeImg/2b22c6bd-c65b-4428-8591-1cd02886b213?c=o"
"衛署藥製字第034542號","""約克”內胃朗錠１０毫克","NEWEDON TABLETS 10MG ""Y.K.""","圓形","","黃","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/041463af-56db-4121-af55-9e03f71237bd?c=o"
"衛署藥製字第034553號","""培力"" 尼卡平糖衣錠２０公絲（尼卡第平）","NICARPINE S.C. TABLETS 20MG ""P.L"" (NICARDIPINE)","圓形","","黃","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/3517f5cf-249d-4f54-9f9a-67f20ab16a05?c=o"
"衛署藥製字第034556號","""井田""嗽安膠囊","SOU-AN CAPSULES ""CHINTENG""","膠囊","","黃;;;白","","無","18","CTP R45","","https://mcp.fda.gov.tw/insert/shapeImg/5a088d7d-fe40-415c-ad91-b7fb6b1531af_img_1?c=o"
"衛署藥製字第034557號","""井田""痔癒錠１００毫克（本剎隆）","ZU-U TABLETS 100MG (BENZARONE) ""CHINTENG""","圓形","","黃","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/3fc07173-99f6-432e-a2a2-6a8624434edf_img_1?c=o"
"衛署藥製字第034558號","""井田""博嗽錠20毫克(梯比匹定)","BROSOU TABLETS 20MG ""CHINTENG"" (TIPEPIDINE HIBENZATE)","圓形","","黃","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/c8d36ee7-d70d-400d-a6f7-676b80d6ba41?c=o"
"衛署藥製字第034559號","""井田"" 敏喘錠1毫克（可多替芬）","KETOTIFEN TABLETS 1MG ""CHINTENG""","橢圓形","","白","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/dfb7ae6d-0d5f-480a-ab6f-fb6252d3cefd?c=o"
"衛署藥製字第034584號","""羅得""怡心膜衣錠２５公絲（待匹力達）","EASYING FILM COATED TABLETS 25MG ""ROOT"" (DIPYRIDAMOLE)","圓形","","紅","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/32435d28-43fa-4b79-8381-28b926bcb4cc?c=o"
"衛署藥製字第034608號","""嘉林""優利康錠50毫克（尼卡密特）","EULICA TABLETS 50MG (NICAMETATE) ""C.L.""","圓形","","粉","","無","7.5","CL","","https://mcp.fda.gov.tw/insert/shapeImg/40720df9-b234-4c44-910d-d27c67f32c2a?c=o"
"衛署藥製字第034637號","痛獲平１０毫克錠（貝可芬）","BAFEN 10MG TABLETS (BACLOFEN)","圓形","","白","","十字","6","","","https://mcp.fda.gov.tw/insert/shapeImg/c195756e-e200-4e14-b588-4800c2400f33?c=o"
"衛署藥製字第034654號","樂舒痰3毫克/毫升液（安布索）","LOSOLVAN 3MG/ML SOLUTION (AMBROXOL)","液劑(包含糖漿用粉劑)","","黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/09c7155f-6681-4b12-b743-769c34f17efd_img_1?c=o"
"衛署藥製字第034670號","""強生""葉酸膜衣錠５毫克","FOLACIN F.C. TABLETS 5MG (FOLIC ACID) ""JOHNSON""","圓形","","黃","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/bb5f95ea-5ce1-4fcc-b113-ebd5fe722551?c=o"
"衛署藥製字第034802號","""黃氏""金蒲膠囊","KING-P CAPSULES ""H.S.""","膠囊","","黑;;;黃","","無","19","HWANG S 26","","https://mcp.fda.gov.tw/insert/shapeImg/71355098-5e2e-420c-bdec-ec372282894f?c=o"
"衛署藥製字第034804號","""瑪科隆"" 癒百炎錠４００毫克（伊普）","Iprofen Tablets 400mg ""MACRO"" (Ibuprofen)","四邊形","","橘","","直線","17","Root","","https://mcp.fda.gov.tw/insert/shapeImg/86cd4f1f-b2c7-4dc4-a718-cfece09283fd?c=o"
"衛署藥製字第034807號","互補膠囊","HOPER CAPSULES","膠囊","","紅;;;紅","","無","20","M T 130","Hoper","https://mcp.fda.gov.tw/insert/shapeImg/3d89b350-3e3b-497c-89fd-3fdbef52419c?c=o"
"衛署藥製字第034811號","""永勝""痢刻止膠囊２公絲（樂必寧）","LOPERADINE CAPSULES 2MG (LOPERAMIDE) ""EVEREST""","膠囊","","綠;;;灰","","無","14","EP 006","","https://mcp.fda.gov.tw/insert/shapeImg/5790c06c-cee2-478c-bb25-ed4ef5a46842?c=o"
"衛署藥製字第034818號","為您好感冒膠囊","GOOD FOR YOU ANTI-COLD CAPSULES","膠囊","","紅;;;透明","","無","21","ANTICOLD","","https://mcp.fda.gov.tw/insert/shapeImg/493b34a0-2ccb-4efb-b0b2-6f691db66ea2?c=o"
"衛署藥製字第034819號","“永勝”安離痛錠５００毫克（對位乙醯氨基酚）","ANLITON TABLETS 500MG (ACETAMINOPHEN) ""EVEREST""","橢圓形","","黃","","直線","16","","","https://mcp.fda.gov.tw/insert/shapeImg/c04ef165-01e8-4505-9158-ab03b7f037a2?c=o"
"衛署藥製字第034824號","""強生"" 允納寧膜衣錠２００公絲（服拉沃塞特）","URIDRON F.C. TABLETS 200MG (FLAVOXATE) ""JOHNSON""","圓形","","白","","無","9","J B34","","https://mcp.fda.gov.tw/insert/shapeImg/8dbf02f9-2982-45ba-aba0-b42f6b5ce41b?c=o"
"衛署藥製字第034827號","加菲明錠","CAFEMINE TABLETS ""N.T.""","圓形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/4b94be99-528b-4672-a15b-544d258840e7?c=o"
"衛署藥製字第034859號","""華興""百嗽龍膠囊","PACOALON CAPSULES ""H.S.""","膠囊","","紅;;;白","","無","17","Pacoalon","","https://mcp.fda.gov.tw/insert/shapeImg/b111d042-363c-4252-96f7-3801ad8565d1_img_1?c=o"
"衛署藥製字第034862號","""應元"" 安舒錠３０公絲（安布索）","AMSOL TABLETS 30MG (AMBROXOL) ""Y.Y.""","圓形","","白","","直線","8","Y P","AL","https://mcp.fda.gov.tw/insert/shapeImg/c49dfc2d-6718-497c-ad93-77634704ae90?c=o"
"衛署藥製字第034885號","""培力"" 紅黴素膠囊250毫克","ERYTHROMYCIN ETHYLSUCCINATE CAPSULES 250MG ""P.L.""","膠囊","","棕;;;黃","","無","19","Peili C01","","https://mcp.fda.gov.tw/insert/shapeImg/698faf34-32ea-4e34-a9d3-483989050ab9?c=o"
"衛署藥製字第034886號","舒胃錠","SUWELL TABLETS ""EVEREST""","圓形","","粉;;;白","","無","12","eP","EEP","https://mcp.fda.gov.tw/insert/shapeImg/19ab3450-d07f-41a1-96e2-6084a5234625?c=o"
"衛署藥製字第034895號","泰胃錠","TELLWELL TABLETS ""EVEREST""","圓形","","粉;;;白","","無","11","eep","","https://mcp.fda.gov.tw/insert/shapeImg/6e874653-5938-42d0-a93b-e24408e1d409?c=o"
"衛署藥製字第034900號","""培力""獨克士黴素膠囊１００毫克（去氧羥四環素）","DOXYCYCLINE CAPSULES 100MG ""P.L.""","膠囊","","綠;;;綠","","無","19","Peili C08","","https://mcp.fda.gov.tw/insert/shapeImg/eed9c050-1525-4cf4-8ac5-90b4125bdcc5?c=o"
"衛署藥製字第034924號","""井田""菲諾魯錠２．５公絲（菲諾特洛）","FENOL TABLETS 2.5MG (FENOTEROL) ""CHINTENG""","圓形","","黃","","直線","8","2001","","https://mcp.fda.gov.tw/insert/shapeImg/3fbad6aa-2d3f-4333-bb16-69c4d8a9aaad_img_1?c=o"
"衛署藥製字第034945號","""羅得""住嗽膜衣錠10毫克（氯陪拉司汀）","ZUSOU FILM COATED TABLETS 10MG ""ROOT""(CLOPERASTINE HYDROCHLORIDE)","圓形","","紅","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/f9a0487e-fe94-4f33-85c4-8f6cf528014a?c=o"
"衛署藥製字第034952號","""井田"" 好安眠錠０．２５公絲（阿若南）","HAUANMIN TABLETS 0.25MG (TRIAZOLAM)""CHIN TENG""","圓形","","白","","直線","6","2001","","https://mcp.fda.gov.tw/insert/shapeImg/ec2fc9f4-5ece-4455-9724-0c1c8dd6f004?c=o"
"衛署藥製字第034979號","得治潰錠４００公絲（希每得定）〝明大〞","DERZIQU TABLETS 400MG (CIMETIDINE) ""M.T.""","橢圓形","","白","","直線","15","","","https://mcp.fda.gov.tw/insert/shapeImg/174a6586-1c8c-4ba3-b81c-a24a5b96975b?c=o"
"衛署藥製字第034986號","〝羅得〞抗痛錠２０公絲（匹洛西卡）","CUNTONG TABLETS 20MG ""ROOT"" (PIROXICAM)","圓形","","白","","直線","9","PWP ROOT","","https://mcp.fda.gov.tw/insert/shapeImg/7363209a-449c-45f1-9ce8-9aa1acf6f52c?c=o"
"衛署藥製字第035009號","""井田"" 尿疾安錠５公絲（奧斯必得寧）","OXYTYNIN TABLETS 5MG (OXYBUTYNIN) ""CHINETENG""","圓形","","黃","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/f50f012d-6d6a-4fc8-bb24-fd248c524d04_img_1?c=o"
"衛署藥製字第035036號","感冒優無糖感冒液","COLD-U SUGAR FREE SOLUTION","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/f2edc141-4a16-45fe-b627-ce8e25fa7076_img_1?c=o"
"衛署藥製字第035042號","""約克""美海林膜衣錠５０毫克","MEBHYLIN F.C. TABLETS 50MG ""Y.K.""","圓形","","橘","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/4607422c-192d-41d0-a92e-38418369c065?c=o"
"衛署藥製字第035114號","嗽熱疼液","COUGHEATAN SOLUTION","液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑)","","棕;;;棕","","無;;;無","","","","https://mcp.fda.gov.tw/insert/shapeImg/45cdcf24-a612-458a-a6a7-1ba9ef8b3b4f_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f1e5aa2a-fe99-4bc1-ab4f-6fa0fbc996ff_img_1?c=o"
"衛署藥製字第035129號","""羅得"" 舒寧錠","SURING TABLETS ""ROOT""","四邊形","","粉","","直線","15","RT 933","","https://mcp.fda.gov.tw/insert/shapeImg/2a9f2732-692a-4115-b94f-e72e99972550?c=o"
"衛署藥製字第035173號","解熱痛液","GEHITON SOLUTION","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/cb7762a1-d19f-43bd-9da0-d66616c711d5_img_1?c=o"
"衛署藥製字第035194號","斯比來錠２００公絲〝應元〞","SULPIRIDE TABLETS 200MG ""Y.Y""","圓形","","白","","十字","8","","","https://mcp.fda.gov.tw/insert/shapeImg/66c8838a-0af7-49f4-9ea3-7ce383675b4d?c=o"
